vorher, war, waren, warst, kamen, kam, trankst, tranken, trank, begannen, begann, schwammen, schwamm, sahen, sah, aßt, aßen, aß
ging, gingen, gingt, dachtest, dachte, dachten, fanden, fand, sprachen, sprachst, sprach, gab, gaben, lag, nahmen, nahm, las, lasen
zuvor, erhielt, blieb, schrieb, schloss, schlief, schliefen, ließ, ließen, verloren, verlor, fuhren, fuhr
bevor, spazierten, spazierte, stellte, machte, arbeiteten, arbeitete, sagte, sagten, sagtest, führten, führte
konnten, konnte, konnten, konnte, musste, wollten, wollte, wolltest, stand
wünschen, wurde, wurden, zeigte, hatte, hattest, hattet, hatten
