arbeiten, arbeite, arbeitet, arbeitest, singen, singt, hoffen, hoffe, weiß, wissen, wisst, weißt, hältst, halten, hält, halte
nehmt, nehmen, nimmt, kann, kannst, können, könnt, sucht, suchst, gefallen, gefällt, finden, bleibt, ändern, ändert
treffen, glauben, glaube, glaubt, glaubst, warten, warte, wartet, wartest, liegt, liegst, liegen, scheint, scheinen, stelle, stellen, stellt, steht, stehen, stehe, stehst
ersetzt, ersetzen, erkennt, erkenne, erkennen, erkennst, benutzen, benutzt, benutze, erweitern, erlauben, erlaube, erlaubt, verpasse, verpassen, verpasst, bestellst, bestellen, bestelle, bestellt, übernehme, übernehmen, übernimmt
schließt, schließen, passiert, passieren, akzeptiere, akzeptiert, akzeptieren, abonnieren, spaziert, spazieren, funktioniert
prüft, prüfen, prüfe, sammle, sammelst, sammelt, sammeln, meinen, meinst, meine, meint, schauen, steigt, steigen, fehlen, fehlst, fehlt, stiehlt, stehlt
